permalink_url,title,message,Primary_Category,Primary_Category_Other,Secondary_Category,Secondary_Category_Other,Video_Type,voice_first_3_seconds,visual_first_3_seconds,visual_first_3_seconds_Other,background_music_type_first_3_seconds,thumbnail,thumbnail_Sentiment,thumbnail_famous_personality_name,thumbnail_famous_personality_profession
https://www.facebook.com/NEWJplus/videos/996986820742286/,This Woman From Srinagar Is Distributing Free Sanitary Pads Amid COVID-19,"जम्मू-कश्मीर की ये युवती फ्री में महिलाओं को बांट रही है सेफ्टी किट, जानिए क्या है इसमें खास",Others,,"Crisis,Social Work",,"Inspiring,Informative",text only(to),commoner (np),,Low,"Object,Commoner",Action,,
https://www.facebook.com/NEWJplus/videos/997084687383046/,Amazing! Rice Gets Cooked On Its Own In Water That's Cold To The Touch!,"गोरख डिब्बी का क्या है रहस्य? यहां बने जलकुंड में उबल जाते हैं चावल लेकिन छूने पर जल होता है ठंडा. जानिए क्या है पौराणिक कथा

(via NEWJ Dharohar)",Places / Destinations,,"Spiritual,Culture",,General,text only(to),commoner (np),,Neutral,Other,Neutral,,
https://www.facebook.com/NEWJplus/videos/997773677337293/,"Chinese Oppression Of Uyghur Muslims Continues, Reports Emerge Of Forced Sterilisation In Xinjiang",चीन में अल्पसंख्यकों पर हो रहे अत्याचार की एक और कहानी आई सामने. जबरदस्ती महिलाओं की करवाई जा रही है नसबंदी,Global News,,"Political,Health",,Shocking/Surprising,text only(to),famous personality (fp),,Low,Commoner,Sad,,
https://www.facebook.com/NEWJplus/videos/998961707212751/,"People's Hero', Actor Sonu Sood Arranges Tractor For Distressed Farmer From Andhra Pradesh","गरीब किसान पिता की मदद के लिए खुद खेत जोत रही थीं बेटियां, सोनू सूद ने भिजवाया नया ट्रैक्टर

Sonu Sood",Others,,"Social Work, Famous Personality",,General,text only(to),commoner (np),,Relevant,"Object,Commoner",Neutral,,
https://www.facebook.com/NEWJplus/videos/1000970523662747/,"NEWJ Wishes India's Golden Boy, Abhinav Bindra, A Very Happy Birthday","अभिनव बिंद्रा, जिन्होंने देश के लिए जीता पहला ओलंपिक गोल्ड मैडल

Abhinav Bindra

(via NEWJ Garv)",Sports & Games,,"Other Sports,Award/Achievement,Person Specific",,"Explainer,Profile",voice_over(vo),famous personality (fp),,Low,Famous Personality,Happy,Abhinav Bindra,Business
https://www.facebook.com/NEWJplus/videos/1002017783525549/,More Than 200 Famous Indian Singers Come Together To Create A Song In 12 Different Languages,"देश के 211 सिंगर्स ने एक स्वर में गाया 'जयतु भारतम् जयतु भारतम्' गीत, पीएम मोदी ने की तारीफ",Entertainment,,"Music,Awareness,Famous Personality",,"General,Entertaining",voice of famous personality(fpv),famous personality (fp),,Relevant,Famous Personality,Happy,Asha Bhosle,Artists
https://www.facebook.com/NEWJplus/videos/1003500230147466/,Taiwan Girl Survives A Sumptuous Skyride Caught In Tail Of A Giant Kite,"पतंग के साथ कई फीट हवा में उड़ गई 3 साल की बच्ची, मौके पर मौजूद लोगों ने कुछ इस तरह बचाई जान",Global News,,"Internet Sensation,Person Specific",,"Shocking/Surprising,Scary",Crowd,Crowd,,Neutral,"Object,Commoner",Action,,
https://www.facebook.com/NEWJplus/videos/1004044950066652/,"Ye Hai Indian Jugaad! : Class 8th Student Creates A Bicycle-cum-Scooter Just For Rs. 10,000",ये है इंडियन जुगाड़ - 8वीं क्लास के छात्र ने पिता के साथ मिलकर लॉकडाउन में बना डाली ये अनोखी साइकिल,Technology & Innovations,,"Person Specific,Internet Sensation",,Inspiring,text only(to),commoner (np),,Relevant,"Object,Commoner",Neutral,,
https://www.facebook.com/NEWJplus/videos/1008378462923182/,The Story Of Veerappan,देखिए दक्षिण भारत के डाकू वीरप्पन की कहानी,Others,,"Famous Personality,Social Work",,"Explainer,Profile",text only(to),famous personality (fp),,No Music,Famous Personality,Neutral,Veerappan,
https://www.facebook.com/NEWJplus/videos/1010254779444545/,PM Modi Inaugurates Mauritius's New Supreme Court Building Via Video Conferencing,"पीएम मोदी ने मॉरिशस की नई सुप्रीम कोर्ट बिल्डिंग का किया ई-उद्घाटन, कहा अमर रहे भारत और मॉरिशस की दोस्ती",Technology & Innovations,,"Crisis,Digital/TV",,"General,Event",text only(to),other,Building/Factory,Relevant,Famous Personality,Happy,Narendra Modi,Politics
https://www.facebook.com/NEWJplus/videos/1016049342151919/,Eight MP's Suspended From The Rajya Sabha For Shaming The House,"विरोध करने के चक्कर में सदन की मर्यादा भूले विपक्ष के नेता, किसी ने फाड़ी रुल बुक तो किसी ने की धक्का मुक्की",Government,,"Internet Sensation,Protests/Rallies,Famous Personality",,"Shocking/Surprising,Controversial",Crowd,Crowd,,No Music,Crowd,Anger,,
https://www.facebook.com/NEWJplus/videos/1017090455399715/,"Chinese National Arrested Again For 'Hawala Network' By Delhi Police, Prior To This He Was In Custody In 2018","भारत में बड़ी चीनी साजिश का खुलासा, भारतीय बन रोजाना करोड़ों की हेराफेरी कर रहा था चीनी नागरिक",Judiciary & Crime,,"Judicial,Crime,Economy/Economic",,Shocking/Surprising,text only(to),other,Indian Currency,Relevant,Commoner,Sad,,
https://www.facebook.com/NEWJplus/videos/1020547621738095/,Kalpana Chawla : First Indian Woman To Make Her Mark In Space,कल्पना चावला: वो लड़की जिसके सपनों से भी ऊंची थी उसकी उड़ान,Others,,"Famous Personality,Person Specific",,"Profile,Inspiring",voice_over(vo),famous personality (fp),,Relevant,Famous Personality,Happy,Kalpana Chawla,Scientists
https://www.facebook.com/NEWJplus/videos/1027291024414525/,The Mahatma Continues To Inspire Indian's-Man Walks Hundreds Of Kilometers To Spread Gandhi's Message,"गांधी के अवतार में गांधीगिरी करने पैदल यात्रा पर निकला ये शख्स, कर्नाटक से दिल्ली तक युवाओं को कर रहा जागरुक",Others,,Person Specific,,Inspiring,commoner voice(optv),commoner (np),,No Music,Commoner,Action,,
https://www.facebook.com/NEWJplus/videos/1028412234266406/,"2,500-Year-Old Ancient Mummy Coffin Unsealed In Egypt","जिस ममी के ताबूत को खोलना माना जाता है अपशकुन, उसे खोला गया ढाई हजार साल बाद. क्या बच पाएंगे इससे जुड़े अपशकुन से?",Global News,,"History,Spiritual",,"Shocking/Surprising,Scary",text only(to),Crowd,,Relevant,Crowd,Neutral,,
https://www.facebook.com/NEWJplus/videos/1029221344199422/,Massive Protests In Pakistan Occupied Kashmir Over Mega Dams On Neelum-Jhelum River By Chinese Companies,"नीलम-झेलम बहने दो, हमें जिंदा रहने दो'. पाकिस्तान और चीन के खिलाफ पीओके में हुआ विरोध प्रदर्शन",Politics,,"Protests/Rallies,Political,Policies/Norms/Rules",,Controversial,Crowd,Crowd,,Low,Crowd,Anger,,
https://www.facebook.com/NEWJplus/videos/1034904560287064/,Naturals Ice Cream : Taste Of The Original,"नेचुरल्स आईसक्रीम, जो गर्मी से लेकर ठंडी तक लोगों की जुबान पर पहुंचाती है नेचर का स्वाद",Others,,Food,,General,text only(to),other,Ice Cream,Relevant,Object,Neutral,,
https://www.facebook.com/NEWJplus/videos/1037754193305806/,Dharavi Diary: Revolution Of Asia's Biggest Slum,"किसकी मदद से अपनी दिक्क्तों को हल करने के लिए लड़कियों ने बनाए एप्प्स?

Dharavi Diary",Places / Destinations,,"Social Work,Bollywood",,"Informative,Explainer",text only(to),commoner (np),,Loud,Commoner,Happy,,
https://www.facebook.com/NEWJplus/videos/1040314016427338/,Remembering Ramdhari Singh Dinkar On His 112th Birth Anniversary,"याचना नहीं, अब रण होगा, जीवन-जय या कि मरण होगा! राष्ट्रकवि रामधारी सिंह दिनकर जी की जयंती पर मनोज बाजपेयी से सुनिए महाकव्य रश्मिरथी का एक अंश

Manoj Bajpayee",Others,,"Music,Famous Personality",,Day-Specific,voice of famous personality(fpv),famous personality (fp),,Neutral,Famous Personality,Neutral,Ramdhari Singh Dinkar,Artists
https://www.facebook.com/NEWJplus/videos/1040611303069256/,Brahmacharini Mata - Durga Maa's Second Avatar,मां ब्रह्मचारिणी की कहानी,Others,,"Spiritual,Culture",,Explainer,text only(to),commoner (np),,Low,Famous Personality,Happy,Durga Maa,Spritiual
https://www.facebook.com/NEWJplus/videos/1041583506301315/,What does PM Modi Want As A Birthday Gift From India?,"अपने जन्मदिन पर क्या मांगा पीएम मोदी ने लोगों से बर्थडे गिफ्ट?

Narendra Modi | Bharatiya Janata Party (BJP)",Lifestyle,,"Awareness,Famous Personality,Person Specific",,Day-Specific,text only(to),famous personality (fp),,Relevant,Famous Personality,Anger,Narendra Modi,Politics
https://www.facebook.com/NEWJplus/videos/1043229596198001/,4 kg Pseudoephedrine Kept Under Sacral Belts And 2 Trophies Seized by Chennai Customs,सेहत सुधारने वाली बेल्ट में कैसे आया सेहत बिगाड़ने का सामान. देखिए किस तरह तस्करों ने बेल्ट में छिपाई ड्रग्स,Judiciary & Crime,,"Crime,Health",,Shocking/Surprising,text only(to),other,Box,Low,Object,Neutral,,
https://www.facebook.com/NEWJplus/videos/1046776099112466/,"Know All About The CBI Officers, Who Will Investigate The Sushant Singh Rajput Case, And Their Track Records","सीबीआई के कौन से ऑफिसर करेंगे सुशांत सिंह राजपूत केस की जांच, क्या है उनका ट्रैक रिकॉर्ड?",Judiciary & Crime,,"Judicial,Famous Personality,Police",,Controversial,text only(to),famous personality (fp),,Relevant,Commoner,Neutral,,
https://www.facebook.com/NEWJplus/videos/1052519205178615/,"Tessy Thomas, India's Missile Woman","टेसी थॉमस - अग्नि मिसाइल प्रोग्राम की अहम जिम्मेदारी संभालने वालीं भारत की शान

#WomaniyaWednesday",Technology & Innovations,,"Famous Personality,Person Specific,Empowerment",,"Profile,Inspiring",text only(to),famous personality (fp),,Low,Famous Personality,Happy,Tessy Thomas,Scientist
https://www.facebook.com/NEWJplus/videos/1053469528470739/,Watch: 10-yrs Old Boy Miraculously Saved After A Massive Hit By The Truck,10 वर्ष का बच्चा ट्रक के नीचे आने के बाद भी कैसे बच गया? देखिए ये वीडियो,Others,,Internet Sensation,,"Shocking/Surprising,Scary",text only(to),other,Vehicle,Relevant,Object,Neutral,,
https://www.facebook.com/NEWJplus/videos/1054081861700385/,LIVE: PM Modi's Durga Puja Address,नवरात्रि पर पश्चिम बंगाल में दुर्गा पूजा से जुड़े पीएम मोदी LIVE,Religion,,"Religion,Famous Personality,Culture",,Event,voice_over(vo),other,Blank Screen,Relevant,Famous Personality,Neutral,Narendra Modi,Politics
https://www.facebook.com/NEWJplus/videos/1055413788251303/,#FoodieFriday: Bademiya - Mumbai's Most Famous Late Night Food Joint,"बड़े मियां - जो है मुंबईकरों के फेवरेट फूड डेस्टिनेशन में से एक

Bademiya The Kebab Restaurant",Places / Destinations,,Food,,General,commoner voice(optv),commoner (np),,Neutral,Commoner,Neutral,,
https://www.facebook.com/NEWJplus/videos/1066954650406007/,Anjali Tiwari Who Converted To Islam To Marry Asif Set Herself On Fire In Lucknow,"यू.पी विधानसभा के सामने महिला ने खुद को जलाया। अंजलि तिवारी ने मुस्लिम धर्म कबूल कर किया था आसिफ़ से निकाह।

Government of UP | MYogiAdityanath",Judiciary & Crime,,"Crime,Religion,Person Specific",,Shocking/Surprising,commoner voice(optv),commoner (np),,Relevant,Commoner,Neutral,,
https://www.facebook.com/NEWJplus/videos/1069427563477551/,Dark Truths Of TRP Manipulation Tumble Out Of TV Cupboards,जानिए क्या है TRP का ABCD और क्यों इसे लेकर मचा है इतना बवाल?,Others,,"Police,Digital/TV",,"Interview,Controversial",commoner voice(optv),commoner (np),,Low,Other,Neutral,,
https://www.facebook.com/NEWJplus/videos/1071456366645057/,Transgender Joyita Mondal's Journey From Footpaths To A Judicial Officer,कहानी हमारे देश की पहली जज जोयिता मंडल जो transgender हैं,Lifestyle,,"LGBTQ,Person Specific,Policies/Norms/Rules",,"Profile,Inspiring",commoner voice(optv),commoner (np),,Low,Commoner,Neutral,,
https://www.facebook.com/NEWJplus/videos/1072471103168367/,Jazba : 15 Year-Old Girl Bravely Fights Two Mobile Snatchers In A Viral Video,बहादुरी के इस जज्बे को सलाम - धारदार हथियार से हमला करता रहा अपराधी लेकिन उसे पकड़ने के लिए 15 साल की कुसुम ने लगाई अपनी जान की बाजी,Judiciary & Crime,,"Person Specific,Crime",,"Shocking/Surprising,Inspiring",commoner voice(optv),commoner (np),,No Music,"Object,Commoner",Action,,
https://www.facebook.com/NEWJplus/videos/1076388019442065/,MDH Masala : The King Of Masalas,वो मसाले जो बने असली मसालों की पहचान - एमडीएच,Business,,"Food,Other",Advertisment(Masala),General,voice_over(vo),commoner (np),,Relevant,Famous Personality,Happy,Mahashian Di Hatti,Business
https://www.facebook.com/NEWJplus/videos/1079605719104338/,"Meet Indian Army's 'Baahubali', Anuj Taliyan","कौन है भारतीय सेना का 'बाहुबली'?

ADGPI - Indian Army

(via NEWJ Garv)",Forces,,"Famous Personality,Army,Award/Achievement",,Profile,text only(to),famous personality (fp),,Relevant,Famous Personality,Happy,Anuj Taliyan,Sports
https://www.facebook.com/NEWJplus/videos/1087313511641973/,Celebrities Come Forward To Battle Against The 'Fake News' Virus,"जानें कोरोना जैसी किस खतरनाक बीमारी के बारे में बात कर रहे हैं ये सितारे

Virat Kohli Kriti Sanon Ayushmann Khurrana",Others,,"Cricket,Bollywood,Awareness",,Concerning,voice of famous personality(fpv),famous personality (fp),,Low,Famous Personality,Neutral,"Kriti Sanon , Ayushmaan Khurana,Virat Kohli","Artists, Sports"
https://www.facebook.com/NEWJplus/videos/1090466974659217/,Police Performs Last Rites Amid Lockdown,"लॉकडाउन के दौरान हुई व्यक्ति की मौत, पुलिस ने परिवार का कर्तव्य निभाकर किया अंतिम संस्कार

मुंबई पोलीस-ऑन ड्युटी २४ तास",Others,,"Police,Crisis",,Emotional,text only(to),commoner (np),,Low,Commoner,Action,,
https://www.facebook.com/NEWJplus/videos/1090524811345747/,Shocking Video Of Police Director General Purshottam Sharma Assaulting Wife At Home,मर्यादा को त्याग पत्नी के साथ हिंसा कर रहे स्पेशल डीजी पुरुषोत्तम शर्मा का वीडियो आया सामने. वीडियो वायरल होने के बाद किया गया सस्पेंड,Judiciary & Crime,,"Crime,Police,Internet Sensation",,Shocking/Surprising,commoner voice(optv),commoner (np),,Neutral,Commoner,Anger,,
https://www.facebook.com/NEWJplus/videos/1091735244538655/,Chal Ab Fake Mat - Did Aamir Khan Really Donate Rs.15000 To Every Daily Wage Worker?,"चल अब Fake मत -आमिर खान ने नहीं दिया आटे के पैकेट में 15-15 हजार रुपए का दान, झूठा है सोशल मीडिया पर किया जा रहा दावा",Others,,"Social Work,Famous Personality,Crisis",,"Shocking/Surprising,Controversial",voice_over(vo),commoner (np),,Relevant,Famous Personality,Neutral,Amir Khan,Artists
https://www.facebook.com/NEWJplus/videos/1094171247632504/,The Rise And Fall Of The Khalistani Movement,खालिस्तानी आंदोलन : जिसने हमारे देश को दिया एक गहरा जख्म,Judiciary & Crime,,"Protests/Rallies,Crime,History",,"Explainer,Shocking/Surprising",Crowd,Crowd,,No Music,Other,Neutral,,
https://www.facebook.com/NEWJplus/videos/1095233604257601/,A Tribute To India's Iron Man Sardar Vallabhbhai Patel,"कुछ ऐसा था वल्लभ भाई पटेल के सरदार बनने का सफर, आज ही के दिन 1875 में हुआ था सरदार वल्लभ भाई पटेल का जन्म

Bharatiya Janata Party (BJP)",Politics,,"Famous Personality,Person Specific",,Explainer,voice_over(vo),famous personality (fp),,Low,Famous Personality,Neutral,Sardar Vallabhbhai Patel,Politics
https://www.facebook.com/NEWJplus/videos/1102400670145050/,Outrage Supporting Lord Ram Rises As Nepal PM Calls Lord Ram A 'Nepali',नेपाली पीएम के भगवान राम को निशाना बनाने के बाद फूटा साधु-संतों का गुस्सा,Politics,,"Political,Religion,Famous Personality",,Shocking/Surprising,text only(to),famous personality (fp),,Relevant,Famous Personality,Neutral,K P Sharma Oli,Politics
https://www.facebook.com/NEWJplus/videos/1106032889756281/,Remembering Chhatrapati Sambhaji Maharaj On His Birth Anniversary,मराठा साम्राज्य की शान छत्रपति संभाजी महाराज की शौर्यगाथा,History,,"Famous Personality,Person Specific,History",,"Day-Specific,Profile",text only(to),famous personality (fp),,Relevant,Famous Personality,"Proud,Action",Chhatrapati Sambhaji Maharaj,Politics
https://www.facebook.com/NEWJplus/videos/1106957296428674/,"PM Modi Slams Opposition During His Speech At The Inauguration Of Atal Tunnel, Says 'India's Defence Interests Compromised By Previous Govts'","""कभी फाइल खोलते थे, कभी फाइल से खेलते थे"" पीएम मोदी ने सामने रखी विपक्षी सरकारों की काम करने की सच्चाई",Government,,"Political,Famous Personality,Statement/Speech",,"Event,Explainer",voice of famous personality(fpv),famous personality (fp),,Low,Famous Personality,Neutral,Narendra Modi,Politics
https://www.facebook.com/NEWJplus/videos/1113324789064222/,Former Pakistani Cricketer Javed Miandad Makes Controversial Remarks On PM And Colleague Imran Khan,"अब घर वाले ही करने लगे हैं पाकिस्तानी पीएम इमरान खान की बेइज्जती, मियांदाद ने याद दिला दिए पुराने दिन",Politics,,"Famous Personality,Person Specific",,"Shocking/Surprising,Controversial",voice of famous personality(fpv),famous personality (fp),,No Music,Famous Personality,Neutral,Imran Khan,Politics
https://www.facebook.com/NEWJplus/videos/1114143765621233/,India And Nepal Gets Tangled Into A Controversy Over Nepal's New Map,"नेपाल के जारी आधिकारिक नक्शे को भारत ने किया खारिज, दिया कड़ा जवाब तो नेपाल ने साधी चुप्पी",Politics,,"Political,Famous Personality",,Controversial,text only(to),famous personality (fp),,Relevant,Famous Personality,Happy,"K P Sharma Oli,Narendra Modi",Politics
https://www.facebook.com/NEWJplus/videos/1119253475139158/,Rahul Gandhi Stopped From Marching Towards Hathras Gang Rape Victim’s House,"‘भैया कैमरा लाइए और धारा समझाइए’. जब गिरफ्तार हुए राहुल गांधी तो जमकर हुआ तमाशा. सुनिए राहुल गांधी ने क्या कहा अपनी गिरफ्तारी से पहले

(via NEWJ Rajneeti)",Politics,,"Political,Protests/Rallies,Famous Personality",,Controversial,Crowd,Crowd,,No Music,"Famous Personality,Crowd","Anger,Action",Rahul Gandhi,Politics
https://www.facebook.com/NEWJplus/videos/1124507964573688/,#MaaTujheSalaam : India's Shooter Grandmother,"मदर्स डे पर देखिए निशानेबाज दादी की कहानी

#MaaTujheSalaam",Sports & Games,,"Famous Personality,Person Specific",,"Profile,Inspiring",text only(to),famous personality (fp),,Relevant,Famous Personality,Action,Chandro Tomar,Sports
https://www.facebook.com/NEWJplus/videos/1124606484576082/,She Travelled 1200 Kms To Get Her Father Home!,"इस बेटी को जज्बे को सलाम, गुरुग्राम से साइकिल पर बैठाकर पिता को दरभंगा पहुंची बेटी",Others,,Crisis,,"Emotional,Shocking/Surprising",commoner voice(optv),commoner (np),,No Music,Commoner,Neutral,,
https://www.facebook.com/NEWJplus/videos/1125651031205088/,Mahagauri Mata - Durga Maa's Eighth Avatar,"मां दुर्गा का आठवां अवतार है महागौरी, मां का स्वरुप वैभव ऐश्वर्य और शांति प्रदान करता है",Skill & Art,,"Religion,Spiritual",,Informative,text only(to),other,Durga Maa Statue,Relevant,Famous Personality,Neutral,Durga Maa,Spritiual
https://www.facebook.com/NEWJplus/videos/1127284314272478/,People Breakdown Rules As Government Opens Liquor Shops,"दुकानें खुलते ही जान पर भारी पड़ा जाम, देखिए दुकानें खुलते ही क्या हुआ हाल",Law & Order,,"Crisis,Policies/Norms/Rules",,"Funny,General",commoner voice(optv),commoner (np),,Low,Building/factory,Neutral,,
https://www.facebook.com/NEWJplus/videos/1127313727652877/,"Folk Utsav - Radio Story-teller, Journalist, Author, Scriptwriter And Lyricist Neelesh Misra Joins Malini Awasthi","कहानीकार नीलेश मिसरा सुनाएंगे कई कहनियां आज, पद्मश्री मालिनी अवस्थी होंगी साथ सिर्फ NEWJ के Folk उत्सव पर

Malini Awasthi | Neelesh Misra",Entertainment,,"Music,Famous Personality,X-Factor",,Entertaining,Other,famous personality (fp),,Relevant,Famous Personality,Happy,"Neelesh Misra,Malini Awasthi",Artists
https://www.facebook.com/NEWJplus/videos/1137034070014215/,"Pakistani Citizens Break Lord Buddha Idol, Outrage Rise Amongst Monks In India","मंदिर, गुरुद्वारे के बाद अब पाकिस्तान में टूटी भगवान बुद्ध की मूर्ति

(via NEWJ Dharohar)",Judiciary & Crime,,"Religion,Crime",,Shocking/Surprising,commoner voice(optv),commoner (np),,Neutral,"Object,Commoner",Neutral,,
https://www.facebook.com/NEWJplus/videos/1150541015281242/,"From Rs.80 To Rs.800 Crore, Know How Female Power Took Lijjat Papad Skyhigh",महिलाओं की ताकत बने लिज्जत पापड़ के स्वाद की पूरी कहानी,Others,,Other,Advertisment(Papad),General,voice_over(vo),commoner (np),,Relevant,Object,Neutral,,
https://www.facebook.com/NEWJplus/videos/1153099875027625/,Hrithik Roshan Is That You?,"ऋतिक रोशन के गाने पर इस टिक टॉक यूजर ने किया ऐसा डांस कि रातों-रात बना स्टार

Hrithik Roshan",Entertainment,,"Dance,X-Factor",,"General,Entertaining",voice_over(vo),commoner (np),,Relevant,"Commoner,Famous Personality","Happy, Action",Hrithik Roshan,Artists
https://www.facebook.com/NEWJplus/videos/1159226984433514/,Caught On Camera : Public Outrage Between Couple From Mumbai Goes Viral On The Internet,"बीच सड़क पर हुआ ‘पति, पत्नी और वो’ का ड्रामा, गर्लफ्रैंड के साथ महिला ने पति को पकड़ा रंगेहाथ",Others,,Internet Sensation,,General,text only(to),commoner (np),,Low,Commoner,Anger,,
https://www.facebook.com/NEWJplus/videos/1160219077669702/,Know History Behind 'Chai' In India On The Day Of International Tea Day,इंटरनेशनल टी डे पर लीजिए चाय की चुस्कियों के साथ इसकी कहानी का मजा,Others,,"Food,Facts",,Explainer,commoner voice(optv),commoner (np),,Low,Object,Neutral,,
https://www.facebook.com/NEWJplus/videos/1166168793725768/,Sabri Brothers Pay Tribute To The Corona Warriors In Their Soulful Voice,"कोरोना संकट से लड़ रहे कोरोना वॉरियर्स को सलाम करता सबरी ब्रदर्स का ये गाना छू लेगा आपका दिल

Video Courtesy : Mantramugdh Music | Toshi Sabri | Shaarib Toshi",Entertainment,,"Music,Crisis",,General,commoner voice(optv),commoner (np),,Relevant,Commoner,Neutral,,
https://www.facebook.com/NEWJplus/videos/1172164746464281/,This Young Man's Voice Will Leave You Amazed!,"देखिए कैसे बिहार का ये युवक अपनी आवाज से जीत रहा है लोगों का दिल

Kailash Kher Rana Daggubati",Entertainment,,"Music,X-Factor,Person Specific",,"General,Entertaining",text only(to),commoner (np),,Low,Famous Personality,Action,Prabhas,Artists
https://www.facebook.com/NEWJplus/videos/1174360122944420/,Are you ready for Harley-Davidson India's first-ever Virtual H.O.G. Rally LIVE on NEWJ?,"कुछ खास देखने को इस बार हो जाइए तैयार, एक अनोखे इवेंट के लिए आज शाम 7 बजे
Harley-Davidson India की पहली वर्चुअल H.O.G. रैली आ रही है NEWJ पर LIVE क्लिक करें - https://bit.ly/HOGRally2020",Others,,Other,Advertisment(Bike),General,text only(to),other,Bike,Relevant,Object,Neutral,,
https://www.facebook.com/NEWJplus/videos/1178499492507398/,India's Bandit Queen: Phoolan Devi,डकैत से नेता बनने वाली फूलन देवी  की पूरी कहानी,Lifestyle,,"Person Specific,Famous Personality",,"Emotional,Profile",voice of famous personality(fpv),famous personality (fp),,No Music,"Famous Personality,Crowd",Action,Phoolan Devi,Politics
https://www.facebook.com/NEWJplus/videos/1181086462255793/,Guzar Jayega' : Big B Amitabh Bachchan Shares An Emotional Poem With His Viewers,"‘वक्त ही तो है गुजर जाएगा’ मुश्किल समय में अमिताभ बच्चन ने फैंस के साथ शेयर की ये कविता

Amitabh Bachchan",Others,,"Crisis,Famous Personality,Awareness",,Concerning,voice of famous personality(fpv),commoner (np),,Low,Famous Personality,Neutral,Amitabh Bachchan,Artists
https://www.facebook.com/NEWJplus/videos/1182508518762997/,Chal Ab Fake Mat - Did Narendra Modi Really Fake A Hospital Visit In Leh?,चल अब Fake मत - ‘नकली हॉस्पिटल वॉर्ड में पीएम मोदी ने की जवानों से मुलाकात’ कितना सच है कांग्रेस नेताओं का ये दावा,Forces,,"Army,Internet Sensation,Famous Personality",,Explainer,voice of famous personality(fpv),famous personality (fp),,Low,Famous Personality,Neutral,Narendra Modi,Politics
https://www.facebook.com/NEWJplus/videos/1186117748409076/,You Can Now Buy Groceries From This Store That Uses Zero Plastic Amid Coronavirus,"केरल के इस ग्रोसरी स्टोर में प्लास्टिक छोड़ मिलेगा सबकुछ, जानिए क्यों इस स्टोर में प्लास्टिक की है नो एंट्री",Others,,"Food,Person Specific,Conservation",,"Profile,Inspiring",text only(to),commoner (np),,Relevant,Object,Neutral,,
https://www.facebook.com/NEWJplus/videos/1189331124763529/,Bunch Of Bollywood Superstars Choose Not To Welcome Ram Mandir. Watch Who All Did Not Shy Away From Showing Their Support,ईद पर फैंस को बधाई देने वाले बॉलीवुड ने राम मंदिर भूमिपूजन पर साधी चुप्पी,Places / Destinations,,"Internet Sensation,Famous Personality",,Controversial,voice of famous personality(fpv),famous personality (fp),,Relevant,Famous Personality,Happy,Bollywood People,Artists
https://www.facebook.com/NEWJplus/videos/1191881751175410/,20 Year-Old Suhaira Ashraf Opens Her Own Football Academy 'Kashmir Football Academia' In Srinagar,"20 साल की उम्र में आतंक के खिलाफ इस खिलाड़ी ने किया शानदार गोल, जम्मू-कश्मीर में शुरू की फुटबॉल एकेडमी",Sports & Games,,"Football,Person Specific,Empowerment",,"Profile,Inspiring",commoner voice(optv),commoner (np),,Relevant,Commoner,Action,,
https://www.facebook.com/NEWJplus/videos/1192429324434437/,Bollywood veteran Nitin Mukesh joins Malini Awasthi LIVE,"लोक गायिका मालिनी अवस्थी के साथ सुनिए सुरों की आवाज नितिन मुकेश को Live सिर्फ Folk उत्सव पर

Malini Awasthi NITIN MUKESH",Others,,"Crisis,Statement/Speech,Awareness",,Concerning,Other,famous personality (fp),,No Music,Famous Personality,Happy,Malini Awasthi,Artists
https://www.facebook.com/NEWJplus/videos/1192525771139379/,Shifu Kanishka Sharma - Nations First Shaolin Master,शीफू कनिष्क शर्मा - ये हैं भारत के पहले शाउलिन मास्टर जो अब तक हजारों लोगों को सिखा चुके हैं मार्शल आर्ट्स,Sports & Games,,"Other Sports,Person Specific,Award/Achievement",,Inspiring,text only(to),commoner (np),,Low,Commoner,Action,,
https://www.facebook.com/NEWJplus/videos/1194751297550535/,Checkout Why The Icon Of Biking Harley-Davidson Can Never Exit The Heart Of India,"सिर्फ एक बाइक नहीं बल्कि बाइक लवर्स का प्यार है Harley-Davidson, जानिए कितना गहरा है इस ब्रांड का भारत से रिश्ता",Others,,Other,Advertisment(Bike),Explainer,text only(to),other,Bike,Relevant,Object,Neutral,,
https://www.facebook.com/NEWJplus/videos/1197032537328271/,Comedians Deactivate Or Private Twitter Accounts As Netizens Dredge Deplorable Old Tweets,हिंदू धर्म का मजाक उड़ाने वाले कॉमेडियंस ने बंद किए अपने ट्विटर हैंडल,Others,,"Internet Sensation,Religion",,Controversial,commoner voice(optv),commoner (np),,No Music,Commoner,Happy,,
https://www.facebook.com/NEWJplus/videos/1197318830640967/,Shia's Continue To Be Targeted In Islamic Republic Of Pakistan,"‘ये काफिर हैं, इनकी जुबानों को काटकर कुत्तों के सामने फेंक देना चाहिए’: पाकिस्तान में शिया मुसलमानों के खिलाफ सरेआम दिए जा रहे हैं ऐसे भाषण",Politics,,"Political,Religion",,Shocking/Surprising,Crowd,Crowd,,No Music,Crowd,Anger,,
https://www.facebook.com/NEWJplus/videos/1198190887192296/,Roti Ghar - A Canteen That Serves Fodd Just For Re.1!,जानिए कहां है ये खास कैंटीन जहां ₹1 में मिलता है भरपेट खाना?,Business,,"Economy/Economic,Food",,Inspiring,text only(to),commoner (np),,Relevant,"Object,Commoner",Neutral,,
